year,province,area_name,working_address,city,district,department_code,position_code,department_system,department,sub_department,position_name,major_requirement,degree_requirement,employ_count,employ_count_desc,interview_ratio,remark,competition_ratio,system_ratio,department_ratio,enrollment_count
2022,新疆,阿拉尔市,,阿拉尔市,,,656966002900021,其他,第一师阿拉尔市,第一师5团党建工作办公室,综合管理类,不限,专科及以上,1,1,,,,17.0,13.0,395
2022,新疆,阿拉尔市,,阿拉尔市,,,656966002900022,其他,第一师阿拉尔市,第一师5团党政办公室,综合管理类,不限,本科及以上,1,1,,,,17.0,13.0,235
2022,新疆,阿拉尔市,,阿拉尔市,,,656966002900023,其他,第一师阿拉尔市,第一师12团党建工作办公室,综合管理类,不限,专科及以上,1,1,,中共党员；应届毕业生。,,17.0,13.0,29
2022,新疆,阿拉尔市,,阿拉尔市,,,656966002900024,其他,第一师阿拉尔市,第一师12团党政办公室,综合管理类,不限,专科及以上,1,1,,,,17.0,13.0,388
2022,新疆,阿拉尔市,,阿拉尔市,,,656966002900025,其他,第一师阿拉尔市,第一师12团社会事务办公室,综合管理类,不限,本科及以上,1,1,,,,17.0,13.0,297
2022,新疆,北屯市,,北屯市,,,656966002600017,人民检察院,兵团检察院,第十师人民检察分院,综合管理类,法学类,本科及以上,1,1,,,,9.0,9.0,17
2022,新疆,北屯市,,北屯市,,,656966003800001,其他,第十师北屯市,第十师181团党政办公室,综合管理类,不限,本科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。,,17.0,8.0,5
2022,新疆,北屯市,,北屯市,,,656966003800002,其他,第十师北屯市,第十师182团党政办公室,综合管理类,计算机类,本科及以上,1,1,,应届毕业生。,,17.0,8.0,2
2022,新疆,北屯市,,北屯市,,,656966003800003,其他,第十师北屯市,第十师182团党建工作办公室,综合管理类,不限,本科及以上,1,1,,应届毕业生、本师户籍人员。,,17.0,8.0,1
2022,新疆,北屯市,,北屯市,,,656966003800004,其他,第十师北屯市,第十师182团经济发展办公室,综合管理类,不限,本科及以上,1,1,,本师市户籍人员（或生源）。,,17.0,8.0,17
2022,新疆,北屯市,,北屯市,,,656966003800005,其他,第十师北屯市,第十师182团社会管理综合治理办公室,综合管理类,不限,本科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。,,17.0,8.0,6
2022,新疆,北屯市,,北屯市,,,656966003800006,其他,第十师北屯市,第十师182团财政所,综合管理类,经济学类、财政学类、金融学类、经济与贸易类,本科及以上,1,1,,应届毕业生。,,17.0,8.0,2
2022,新疆,北屯市,,北屯市,,,656966003800007,其他,第十师北屯市,第十师183团党政办公室,综合管理类,不限,本科及以上,1,1,,应届毕业生。,,17.0,8.0,4
2022,新疆,北屯市,,北屯市,,,656966003800008,其他,第十师北屯市,第十师183团党建工作办公室,综合管理类,不限,本科及以上,1,1,,中共党员。,,17.0,8.0,20
2022,新疆,北屯市,,北屯市,,,656966003800009,其他,第十师北屯市,第十师183团党建工作办公室,综合管理类,不限,本科及以上,1,1,,应届毕业生。,,17.0,8.0,15
2022,新疆,北屯市,,北屯市,,,656966003800010,其他,第十师北屯市,第十师183团社会管理综合治理办公室,综合管理类,不限,本科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。,,17.0,8.0,6
2022,新疆,北屯市,,北屯市,,,656966003800011,其他,第十师北屯市,第十师183团财政所,综合管理类,经济学类、财政学类、金融学类、经济与贸易类,本科及以上,1,1,,应届毕业生。,,17.0,8.0,5
2022,新疆,北屯市,,北屯市,,,656966003800012,其他,第十师北屯市,第十师184团党政办公室,综合管理类,不限,本科及以上,1,1,,应届毕业生。,,17.0,8.0,4
2022,新疆,北屯市,,北屯市,,,656966003800013,其他,第十师北屯市,第十师184团党建工作办公室,综合管理类,不限,本科及以上,1,1,,应届毕业生。,,17.0,8.0,3
2022,新疆,北屯市,,北屯市,,,656966003800014,其他,第十师北屯市,第十师184团党建工作办公室,综合管理类,不限,本科及以上,1,1,,,,17.0,8.0,28
2022,新疆,北屯市,,北屯市,,,656966003800015,其他,第十师北屯市,第十师184团党建工作办公室,综合管理类,不限,本科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。,,17.0,8.0,5
2022,新疆,北屯市,,北屯市,,,656966003800016,其他,第十师北屯市,第十师184团经济发展办公室,综合管理类,不限,本科及以上,1,1,,应届毕业生。,,17.0,8.0,2
2022,新疆,北屯市,,北屯市,,,656966003800017,其他,第十师北屯市,第十师184团财政所,综合管理类,财政学类、经济学类、金融学类、工商管理类,本科及以上,1,1,,,,17.0,8.0,25
2022,新疆,北屯市,,北屯市,,,656966003800018,其他,第十师北屯市,第十师185团党政办公室,综合管理类,不限,专科及以上,1,1,,应届毕业生。,,17.0,8.0,13
2022,新疆,北屯市,,北屯市,,,656966003800019,其他,第十师北屯市,第十师185团党建工作办公室,综合管理类,不限,专科及以上,1,1,,应届毕业生。,,17.0,8.0,17
2022,新疆,北屯市,,北屯市,,,656966003800020,其他,第十师北屯市,第十师185团党建工作办公室,综合管理类,不限,专科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。,,17.0,8.0,37
2022,新疆,北屯市,,北屯市,,,656966003800021,其他,第十师北屯市,第十师185团党建工作办公室,综合管理类,不限,专科及以上,1,1,,,,17.0,8.0,248
2022,新疆,北屯市,,北屯市,,,656966003800022,其他,第十师北屯市,第十师185团社会管理综合治理办公室,综合管理类,不限,专科及以上,1,1,,应届毕业生。,,17.0,8.0,21
2022,新疆,北屯市,,北屯市,,,656966003800023,其他,第十师北屯市,第十师185团经济发展办公室,综合管理类,不限,专科及以上,1,1,,应届毕业生。,,17.0,8.0,36
2022,新疆,北屯市,,北屯市,,,656966003800024,其他,第十师北屯市,第十师185团经济发展办公室,综合管理类,不限,专科及以上,1,1,,,,17.0,8.0,290
2022,新疆,北屯市,,北屯市,,,656966003800025,其他,第十师北屯市,第十师185团社会事务办公室,综合管理类,不限,专科及以上,1,1,,应届毕业生。,,17.0,8.0,15
2022,新疆,北屯市,,北屯市,,,656966003800026,其他,第十师北屯市,第十师185团财政所,综合管理类,财政税务类、金融类、财务会计类,专科及以上,1,1,,,,17.0,8.0,57
2022,新疆,北屯市,,北屯市,,,656966003800027,其他,第十师北屯市,第十师186团党政办公室,综合管理类,不限,本科及以上,1,1,,,,17.0,8.0,34
2022,新疆,北屯市,,北屯市,,,656966003800028,其他,第十师北屯市,第十师186团经济发展办公室,综合管理类,不限,专科及以上,1,1,,,,17.0,8.0,225
2022,新疆,北屯市,,北屯市,,,656966003800029,其他,第十师北屯市,第十师187团党政办公室,综合管理类,中国语言文学类,本科及以上,1,1,,,,17.0,8.0,24
2022,新疆,北屯市,,北屯市,,,656966003800030,其他,第十师北屯市,第十师187团经济发展办公室,综合管理类,不限,本科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。,,17.0,8.0,5
2022,新疆,北屯市,,北屯市,,,656966003800031,其他,第十师北屯市,第十师187团社会管理综合治理办公室,综合管理类,不限,本科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。,,17.0,8.0,5
2022,新疆,北屯市,,北屯市,,,656966003800032,其他,第十师北屯市,第十师187团财政所,综合管理类,财政学类,本科及以上,1,1,,,,17.0,8.0,7
2022,新疆,北屯市,,北屯市,,,656966003800033,其他,第十师北屯市,第十师188团党建工作办公室,综合管理类,管理科学与工程类、经济学类,本科及以上,1,1,,,,17.0,8.0,9
2022,新疆,北屯市,,北屯市,,,656966003800034,其他,第十师北屯市,第十师188团社会管理综合治理办公室,综合管理类,不限,本科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。,,17.0,8.0,8
2022,新疆,北屯市,,北屯市,,,656966003800035,政协,第十师北屯市,北屯市政协机关,综合管理类,不限,本科及以上,1,1,,,,,8.0,40
2022,新疆,北屯市,,北屯市,,,656966003800036,纪委监委,第十师北屯市,第十师北屯市纪委监委,综合管理类,法学类、经济学类,本科及以上,1,1,,,,,8.0,15
2022,新疆,北屯市,,北屯市,,,656966003800037,纪委监委,第十师北屯市,第十师北屯市纪委监委,综合管理类,法学类、经济学类,本科及以上,1,1,,能适应经常性出差,,,8.0,29
2022,新疆,北屯市,,北屯市,,,656966003800038,街道机关,第十师北屯市,北屯市军垦街道办事处,综合管理类,不限,本科及以上,1,1,,应届毕业生。,,,8.0,6
2022,新疆,北屯市,,北屯市,,,656966003800039,街道机关,第十师北屯市,北屯市龙疆街道办事处,综合管理类,不限,本科及以上,1,1,,应届毕业生。,,,8.0,4
2022,新疆,北屯市,,北屯市,,,656966003800040,街道机关,第十师北屯市,北屯市天骄街道办事处,综合管理类,不限,本科及以上,1,1,,应届毕业生。,,,8.0,8
2022,新疆,北屯市,,北屯市,,,656966003800041,党委党校,第十师北屯市,第十师北屯市党委党校,综合管理类,不限,本科及以上,1,1,,中共党员。参公管理,,,8.0,48
2022,新疆,北屯市,,北屯市,,,656966003800042,其他,第十师北屯市,第十师北屯市离退休干部服务中心,综合管理类,不限,本科及以上,1,1,,中共党员。参公管理,,17.0,8.0,18
2022,新疆,北屯市,,北屯市,,,656966003800043,其他,第十师北屯市,第十师北屯市离退休干部服务中心,综合管理类,不限,本科及以上,1,1,,应届毕业生。参公管理,,17.0,8.0,8
2022,新疆,北屯市,,北屯市,,,656966003800044,其他,第十师北屯市,第十师北屯市离退休干部服务中心,综合管理类,不限,本科及以上,1,1,,中共党员。参公管理,,17.0,8.0,29
2022,新疆,北屯市,,北屯市,,,656966003800045,党委宣传部,第十师北屯市,第十师北屯市党委宣传部,综合管理类,不限,本科及以上,1,1,,,,,8.0,42
2022,新疆,北屯市,,北屯市,,,656966003800046,财政局,第十师北屯市,第十师北屯市财政局,综合管理类,工商管理类,本科及以上,1,1,,从事财政财务工作3年以上；定向招录本师市事业编制人员。,,,8.0,4
2022,新疆,北屯市,,北屯市,,,656966003800047,财政局,第十师北屯市,第十师北屯市财政局,综合管理类,工商管理类,本科及以上,1,1,,应届毕业生。,,,8.0,18
2022,新疆,北屯市,,北屯市,,,656966003800048,其他,第十师北屯市,第十师北屯市文化体育广电和旅游局,综合管理类,土木类、建筑类、旅游管理类,本科及以上,1,1,,应届毕业生。,,17.0,8.0,4
2022,新疆,北屯市,,北屯市,,,656966003800049,公安局,第十师北屯市,第十师北屯市公安局,执法勤务类,经济学类、财政学类、金融学类、经济与贸易类,本科及以上,1,1,,应届毕业生。符合人民警察录用条件,,9.0,8.0,3
2022,新疆,北屯市,,北屯市,,,656966003800050,公安局,第十师北屯市,北屯垦区公安局基层所队,执法勤务类,不限,本科及以上,1,1,,符合人民警察录用条件,,9.0,8.0,29
2022,新疆,北屯市,,北屯市,,,656966003800051,公安局,第十师北屯市,巴里巴盖垦区公安局基层所队,执法勤务类,不限,专科及以上,2,2,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。符合人民警察录用条件,,9.0,8.0,54
2022,新疆,北屯市,,北屯市,,,656966003800052,人民法院,第十师北屯市,第十师中级人民法院,综合管理类,法学类,本科及以上,2,2,,应届毕业生。,,,8.0,10
2022,新疆,北屯市,,北屯市,,,656966003800053,人民法院,第十师北屯市,北屯垦区人民法院,综合管理类,计算机类,本科及以上,1,1,,应届毕业生。,,,8.0,4
2022,新疆,北屯市,,北屯市,,,656966003800054,司法局,第十师北屯市,第十师北屯市司法局,综合管理类,法学类,本科及以上,1,1,,,,14.0,8.0,21
2022,新疆,北屯市,,北屯市,,,656966003800055,司法局,第十师北屯市,第十师北屯市司法局,综合管理类,法学类,本科及以上,1,1,,应届毕业生。,,14.0,8.0,2
2022,新疆,北屯市,,北屯市,,,656966003800056,其他,第十师北屯市,第十师农牧团场第一审计中心,综合管理类,工商管理类,本科及以上,1,1,,应届毕业生。参公管理,,17.0,8.0,4
2022,新疆,北屯市,,北屯市,,,656966003800057,其他,第十师北屯市,第十师农牧团场第二审计中心,综合管理类,测绘类,本科及以上,1,1,,应届毕业生。参公管理,,17.0,8.0,4
2022,新疆,北屯市,,北屯市,,,656966003800058,其他,第十师北屯市,第十师农牧团场第二审计中心,综合管理类,电子信息类,本科及以上,1,1,,参公管理,,17.0,8.0,14
2022,新疆,北屯市,,北屯市,,,656966003800059,市场监督管理局,第十师北屯市,第十师北屯市市场监督管理局,综合管理类,不限,本科及以上,1,1,,应届毕业生。,,,8.0,19
2022,新疆,北屯市,,北屯市,,,656966003800060,市场监督管理局,第十师北屯市,第十师北屯市市场监督管理局,综合管理类,不限,本科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。,,,8.0,26
2022,新疆,北屯市,,北屯市,,,656966003800061,社会经济调查队,第十师北屯市,第十师北屯市社会经济调查队,综合管理类,不限,本科及以上,1,1,,应届毕业生。参公管理,,,8.0,5
2022,新疆,北屯市,,北屯市,,,656966003800062,社会经济调查队,第十师北屯市,第十师北屯市社会经济调查队,综合管理类,经济学类、财政学类、金融学类、经济与贸易类、统计学类,本科及以上,1,1,,应届毕业生。参公管理,,,8.0,11
2022,新疆,北屯市,,北屯市,,,656966003800063,社会经济调查队,第十师北屯市,第十师北屯市社会经济调查队,综合管理类,不限,本科及以上,1,1,,参公管理,,,8.0,46
2022,新疆,北屯市,,北屯市,,,656966003800064,其他,第十师北屯市,第十师北屯市社保局综合科,综合管理类,不限,本科及以上,1,1,,参公管理,,17.0,8.0,66
2022,新疆,北屯市,,北屯市,,,656966003800065,其他,第十师北屯市,第十师北屯市社保局养老失业保险科,综合管理类,计算机类,本科及以上,1,1,,参公管理,,17.0,8.0,15
2022,新疆,北屯市,,北屯市,,,656966003800066,其他,第十师北屯市,第十师北屯市社保局养老失业保险科,综合管理类,不限,本科及以上,1,1,,应届毕业生。参公管理,,17.0,8.0,3
2022,新疆,北屯市,,北屯市,,,656966003800067,其他,第十师北屯市,第十师北屯市社保局基金管理科,综合管理类,经济学类、财政学类、工商管理类,本科及以上,1,1,,应届毕业生。参公管理,,17.0,8.0,5
2022,新疆,北屯市,,北屯市,,,656966003800068,其他,第十师北屯市,第十师北屯市社保局师直社保所,综合管理类,不限,本科及以上,3,3,,应届毕业生。参公管理,,17.0,8.0,29
2022,新疆,北屯市,,北屯市,,,656966003800069,其他,第十师北屯市,第十师北屯市社保局师直社保所,综合管理类,不限,本科及以上,1,1,,参公管理,,17.0,8.0,55
2022,新疆,北屯市,,北屯市,,,656966003800070,其他,第十师北屯市,第十师北屯市社保局184团社保所,综合管理类,不限,本科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。参公管理,,17.0,8.0,4
2022,新疆,北屯市,,北屯市,,,656966003800071,其他,第十师北屯市,第十师北屯市社保局186团社保所,综合管理类,不限,本科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。参公管理,,17.0,8.0,8
2022,新疆,北屯市,,北屯市,,,656966003800072,其他,第十师北屯市,第十师北屯市社保局187团社保所,综合管理类,不限,本科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。参公管理,,17.0,8.0,5
2022,新疆,北屯市,,北屯市,,,656966003800073,其他,第十师北屯市,第十师北屯市社保局188团社保所,综合管理类,不限,本科及以上,1,1,,应届毕业生。参公管理,,17.0,8.0,10
2022,新疆,北屯市,,北屯市,,,656966003800074,其他,第十师北屯市,第十师北屯市社保局屯南社保所,综合管理类,不限,本科及以上,1,1,,应届毕业生。参公管理,,17.0,8.0,1
2022,新疆,北屯市,,北屯市,,,656966003800075,其他,第十师北屯市,第十师北屯市社保局屯南社保所,综合管理类,不限,本科及以上,1,1,,参公管理,,17.0,8.0,55
2022,新疆,北屯市,,北屯市,,,656966003800076,其他,第十师北屯市,第十师北屯市交通运输综合行政执法支队,行政执法类,不限,本科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。参公管理,,17.0,8.0,7
2022,新疆,北屯市,,北屯市,,,656966003800077,其他,第十师北屯市,第十师北屯市交通运输综合行政执法支队,行政执法类,不限,本科及以上,1,1,,参公管理，长期从事户外、团场交通执法工作,,17.0,8.0,33
2022,新疆,北屯市,,北屯市,,,656966003800078,其他,第十师北屯市,第十师北屯市交通运输综合行政执法支队,行政执法类,工商管理类,本科及以上,1,1,,应届毕业生。参公管理,,17.0,8.0,8
2022,新疆,北屯市,,北屯市,,,656966003800079,其他,第十师北屯市,第十师北屯市生态环境保护综合行政执法支队,行政执法类,环境科学与工程类、化学类、大气科学类、法学类、生物科学类,本科及以上,2,2,,应届毕业生。参公管理,,17.0,8.0,8
2022,新疆,北屯市,,北屯市,,,656966003800080,其他,第十师北屯市,第十师北屯市生态环境保护综合行政执法支队,行政执法类,工商管理类,本科及以上,1,1,,参公管理,,17.0,8.0,29
2022,新疆,北屯市,,北屯市,,,656966003800081,其他,第十师北屯市,第十师北屯市生态环境保护综合行政执法支队,行政执法类,环境科学与工程类、化学类、大气科学类、法学类、生物科学类,本科及以上,1,1,,应届毕业生。参公管理,,17.0,8.0,2
2022,新疆,北屯市,,北屯市,,,656966003800082,其他,第十师北屯市,第十师北屯市生态环境保护综合行政执法支队,行政执法类,不限,本科及以上,1,1,,参公管理,,17.0,8.0,60
2022,新疆,北屯市,,北屯市,,,656966003800083,其他,第十师北屯市,第十师北屯市市场监管综合行政执法支队,行政执法类,不限,本科及以上,7,7,,应届毕业生。参公管理,,17.0,8.0,49
2022,新疆,北屯市,,北屯市,,,656966003800084,其他,第十师北屯市,第十师北屯市市场监管综合行政执法支队,行政执法类,不限,本科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。参公管理,,17.0,8.0,11
2022,新疆,北屯市,,北屯市,,,656966003800085,其他,第十师北屯市,第十师北屯市市场监管综合行政执法支队,行政执法类,不限,本科及以上,1,1,,定向招考在疆服务的四项目人员、兵团连队（村、社区）“两委”成员、退役士兵。参公管理,,17.0,8.0,6
2022,新疆,北屯市,,北屯市,,,656966003800086,其他,第十师北屯市,第十师北屯市市场监管综合行政执法支队,行政执法类,工商管理类,本科及以上,1,1,,定向招录本师市事业编制人员。参公管理,,17.0,8.0,6
2022,新疆,北屯市,,北屯市,,,656966003800087,其他,第十师北屯市,第十师北屯市城市管理综合行政执法支队,行政执法类,法学类,本科及以上,1,1,,应届毕业生。参公管理,,17.0,8.0,3
